timestamp_utc,mode,test_case_id,run_index,webhook_url,input_temperature,expected_action,observed_action,expected_safety_result,observed_safety_result,http_status,success,latency_ms,cpu_percent,ram_usage,ram_percent,thermal_c,observed_response,error,notes
2026-04-29T16:58:56Z,agent,agent_high_temp,1,http://localhost:5678/webhook/agent-minimal,31.4,fan_on,fan_on,,,200,true,2668.036,0.20%,413.4MiB / 7.655GiB,5.27%,not_available,"{""status"":""ok"",""action"":""fan_on"",""fan"":""on"",""simulated"":true,""reason"":""manual_api_call""}",,
2026-04-29T16:58:59Z,agent,agent_low_temp,1,http://localhost:5678/webhook/agent-minimal,24.5,fan_off,fan_off,,,200,true,1995.094,0.05%,413MiB / 7.655GiB,5.27%,not_available,"{""status"":""ok"",""action"":""fan_off"",""fan"":""off"",""simulated"":true,""reason"":""manual_api_call""}",,
