timestamp_utc,mode,test_case_id,run_index,webhook_url,input_temperature,expected_action,observed_action,expected_safety_result,observed_safety_result,http_status,success,latency_ms,cpu_percent,ram_usage,ram_percent,thermal_c,observed_response,error,notes
2026-04-29T16:57:31Z,deterministic,deterministic_high_temp,1,http://localhost:5678/webhook/deterministic-baseline,31.4,fan_on,fan_on,,,200,true,480.398,0.03%,412.7MiB / 7.655GiB,5.27%,not_available,"{""status"":""ok"",""action"":""fan_on"",""fan"":""on"",""simulated"":true,""reason"":""manual_api_call""}",,
2026-04-29T16:57:33Z,deterministic,deterministic_low_temp,1,http://localhost:5678/webhook/deterministic-baseline,24.5,fan_off,fan_off,,,200,true,176.778,0.03%,412.7MiB / 7.655GiB,5.27%,not_available,"{""status"":""ok"",""action"":""fan_off"",""fan"":""off"",""simulated"":true,""reason"":""manual_api_call""}",,
